Time Horizon,Method,PICP,PINAW,PINAFD,CovP,CWFDC
t+1,RUE Gauss Copula,0.9612006870567376,0.08843969800846285,0.02984754682709338,0.00022508455002086727,0.3433717948564235
t+1,RUE Cond Gauss,0.9742215203900709,0.10248844289746827,0.04105519010861528,0.0005691934297399621,0.7127370627460455
t+1,RUE Weighted,0.9357823581560282,0.07017269789002947,0.027391484352956994,0.0006007155966182364,0.6982797788612229
t+1,RUE KNN,0.9470162898936171,0.08305995994455907,0.034496164053081396,0.00021667890287542944,0.3342350268730699
t+1,RUE CP,0.9446199024822696,0.07865480874826604,0.026955279513452713,0.0003411282602186129,0.44673834848033156
t+1,IN CP,0.9506455008865249,0.09203779231170961,0.0342510937694611,0.0002230081021383875,0.3492969882195583
t+1,MCD CP,0.9361840647163121,0.08556528693836292,0.02958809570492291,0.0005032130903730709,0.6183664730163565
t+1,GPR CP,0.9568096187943262,0.09081806218478326,0.03662150481045832,0.00022020883848743894,0.3476484054826805
t+1,BNN CP,0.9357408023049646,0.08866869457641363,0.028654387703469356,0.0004786793521796473,0.5960024344595303
t+1,DER CP,0.9355468750000001,0.10752026300330769,0.02096409332723259,0.001088040942312814,1.2165252986433541
t+2,RUE Gauss Copula,0.961824024822695,0.10465631040146615,0.043777924951273244,0.00020879206837322856,0.3572263037259679
t+2,RUE Cond Gauss,0.9724623226950354,0.1250521051303826,0.05245304256107721,0.0004845513910305401,0.6620565387219999
t+2,RUE Weighted,0.9431100398936171,0.09689325144712352,0.03569244911738214,0.0004414042879596482,0.573989988524154
t+2,RUE KNN,0.9529172207446809,0.107965680278644,0.04556236563710761,0.00015968229011937386,0.3132103360351255
t+2,RUE CP,0.959095190602837,0.11014329581534454,0.0417150225836339,0.000276243431449351,0.42810174984832944
t+2,IN CP,0.9659242021276594,0.1298984147554493,0.05100625684899269,0.0003136720736428632,0.49457674524730527
t+2,MCD CP,0.9416555851063831,0.10964836269602868,0.03788082844545582,0.00027424343638594964,0.4217726275274341
t+2,GPR CP,0.9635416666666666,0.12004285015793882,0.049186561540684216,0.0002848130086907747,0.45404242038939774
t+2,BNN CP,0.9383449689716311,0.10777651657629983,0.0370649850510287,0.00036066097462027924,0.5055024762476078
t+2,DER CP,0.9522938829787234,0.1449307011511046,0.03540020422836428,0.00016698113511722876,0.3473120404966976
t+3,RUE Gauss Copula,0.9614500221631205,0.12745421963434267,0.04890057508851286,0.00020069909400876725,0.37705388873162277
t+3,RUE Cond Gauss,0.9697057845744682,0.143433975988467,0.055880018228126806,0.00036332718034119644,0.5626411745577903
t+3,RUE Weighted,0.936045545212766,0.10455244395416786,0.040101365366655456,0.0005707443876760075,0.7153981969968307
t+3,RUE KNN,0.9582363696808511,0.13227270510508532,0.05238947775192627,0.00016043316898141656,0.34509535183842815
t+3,RUE CP,0.9508948359929078,0.11950321183424871,0.04183670207412051,0.0001668524980224132,0.32819241193078236
t+3,IN CP,0.9676695478723403,0.15336203276361396,0.0567651918298547,0.00035463057776779805,0.5647578023612666
t+3,MCD CP,0.9411984707446809,0.12572022222146967,0.04222560037777464,0.0002671856558485877,0.4351314784478321
t+3,GPR CP,0.9636386303191489,0.14006113767137332,0.05481242932240044,0.00031078420908605526,0.5056577760798291
t+3,BNN CP,0.9344387189716311,0.1222589113106108,0.04097212449272138,0.0006078451236271823,0.7710761594305144
t+3,DER CP,0.9534851507092199,0.27363602370064033,0.041233385377135286,0.00017846344411356972,0.4933328531913453
