Time Horizon,Method,PICP,PINAW,PINAFD,CovP,CWFDC,CWC
t+1,RUE Gauss Copula,0.9582959275279522,0.22206175378268558,0.054130047768518964,8.607277957548558e-05,0.36226458112669013,0.3682049121026559
t+1,RUE Cond Gauss,0.9508365298294293,0.20642877979091825,0.05221724590225864,9.03970479793419e-05,0.3490430736725188,0.29057326967742075
t+1,RUE Weighted,0.9425610054680487,0.21158576404511056,0.049769249022821406,0.00028277786716043537,0.5441328802283673,0.2793223671902895
t+1,RUE KNN,0.9510813678282869,0.2252968981847708,0.053169562294219166,0.00011454703054614999,0.3930134910251399,0.2829441795430368
t+1,RUE CP,0.9528768464865747,0.23772592761083677,0.04881477765937113,2.4478484765104155e-05,0.31101919003531203,0.3355388245683252
t+1,IN CP,0.9656084224271606,0.2504495011992272,0.056388165861296836,0.00023138863381535753,0.5382263008758816,0.36202021165002424
t+1,MCD CP,0.9584265077940095,0.2854903133750057,0.050097325020172646,9.131649429285192e-05,0.4269041326880303,0.47338554820664225
t+1,GPR CP,0.9585897331265812,0.2319983288366036,0.055777936933859774,0.00010318032370901903,0.39095658947948236,0.33387856107186964
t+1,BNN CP,0.9521913000897738,0.3925439735701251,0.05707970866992407,0.00013950838675217482,0.5891320689922239,0.5226671223136885
t+1,DER CP,0.9596343752550396,0.270412544182129,0.05987016397751843,0.00010638117607748659,0.4366638842371341,0.43772495587277493
t+2,RUE Gauss Copula,0.9549171631437199,0.24568166680672898,0.05516969705995813,5.752085769776963e-05,0.3583722215644567,0.38779486140427505
t+2,RUE Cond Gauss,0.946429445849996,0.2262070945166026,0.05537896249642752,0.00019025533047838038,0.47184138749141047,0.324129211841767
t+2,RUE Weighted,0.9472782175793683,0.25604261153623364,0.052329640195073954,0.00020120445328342183,0.5095767050147294,0.3275224528729962
t+2,RUE KNN,0.951195625561087,0.2621298149878727,0.05553032162586198,0.00021729993907723997,0.5349600756909746,0.32111059511947737
t+2,RUE CP,0.9522729127560599,0.2740746417396368,0.052154407390977854,0.00013151159765409755,0.45774064678471227,0.3914931863877039
t+2,IN CP,0.9639272015016729,0.27124186194669686,0.05801697256284564,0.00018413976629017988,0.5133986007997224,0.40566590864589297
t+2,MCD CP,0.959781278054354,0.2800150004474132,0.056524668782581,0.00012699201567959687,0.4635316849095911,0.44882068085874954
t+2,GPR CP,0.9552599363421204,0.24714378266162926,0.05786185511539184,8.581210393703798e-05,0.39081774171405914,0.3598657787402438
t+2,BNN CP,0.9499877581000572,0.3752992907095955,0.05786477723020267,0.00015075393677875114,0.5839180047185493,0.514464559326895
t+2,DER CP,0.9553089039418918,0.29731370454144773,0.05931535306842175,5.514308835130961e-05,0.41177214596117917,0.45143645256403087
t+3,RUE Gauss Copula,0.9538888435485188,0.2592757181412043,0.056366137105257084,0.00012157075261671558,0.43721260786317695,0.37571972108235374
t+3,RUE Cond Gauss,0.9451399657226801,0.2381164724702043,0.05492525628447483,0.00019042620753959109,0.4834679362942702,0.32379285650828854
t+3,RUE Weighted,0.9451399657226801,0.27241331701360477,0.053483576631055296,0.0003992741728534953,0.7251710664981554,0.33478571713089683
t+3,RUE KNN,0.9516200114257733,0.28845421193882465,0.05492335870404893,0.0003189632835451227,0.6623408541879964,0.3428670496248033
t+3,RUE CP,0.9499714355667999,0.2806396632215268,0.052098467514232215,0.0001411362653778816,0.47387439611364063,0.3500628430311764
t+3,IN CP,0.962294948175957,0.2870692224048498,0.05768758418389284,0.00019298055011573008,0.5377373567044728,0.4404804319019683
t+3,MCD CP,0.9570880600669224,0.3116660797531515,0.05410553787791396,0.00019261516675190228,0.5583867843829677,0.42204421671233544
t+3,GPR CP,0.9540847139476046,0.2607006675251448,0.05789306066648521,7.987992546811361e-05,0.3984736536597437,0.3281692475793605
t+3,BNN CP,0.9528442014200603,0.3801337588270161,0.057853503485725336,0.0001547502465514452,0.5927375088641866,0.5042675085001612
t+3,DER CP,0.9562066432710357,0.3122547115347534,0.058761729773822956,0.00010795476259795865,0.47897120390653497,0.43655721750816107
