Time Horizon,Method,PICP,PINAW,PINAFD,CovP,CWFDC,CWC
t+1,RUE Gauss Copula,0.9574798008650942,0.22018374434507754,0.05350295739756415,8.74399399347298e-05,0.36112664167737146,0.3713181574956156
t+1,RUE Cond Gauss,0.9496939525014282,0.20462317265985033,0.05173324751274684,7.757989629922841e-05,0.33393631647182553,0.29690182309369356
t+1,RUE Weighted,0.9467558965151393,0.22013632636471653,0.05156555385031817,0.00021588260021618093,0.4875844804312157,0.3310584321239383
t+1,RUE KNN,0.9520933648902309,0.22915412141758568,0.05368196127723786,0.00016612057144132635,0.44895665413614977,0.32519820078692324
t+1,RUE CP,0.9507059495633723,0.2307980775948375,0.04869305158761546,3.9695884076683936e-05,0.3191870132591369,0.30124173901506557
t+1,IN CP,0.9640414592344732,0.24982826394364954,0.056486799274261965,0.00020779372927783214,0.5141087924957437,0.37230105462859064
t+1,MCD CP,0.9573981881988084,0.2751878980025446,0.05077015192134562,6.741946636532822e-05,0.3933775162892184,0.46656187441946617
t+1,GPR CP,0.9587039908593814,0.23207566050222975,0.05589549103089515,0.00010522188323921748,0.39319303477234235,0.3333401086612663
t+1,BNN CP,0.958361217660981,0.39561224209788703,0.05893013576519077,0.00011692637180065275,0.5714687496637306,0.5874538637793851
t+1,DER CP,0.9585407655268098,0.2529173985475393,0.05629544662088036,7.686634063251339e-05,0.3860791858009331,0.4210700659602956
t+2,RUE Gauss Copula,0.9535787154166326,0.24375411144360223,0.054320536688235346,4.693697705125476e-05,0.3450116251830923,0.36451252235358667
t+2,RUE Cond Gauss,0.9465273810495389,0.22615160180643262,0.055518259427696656,0.00016189006868432178,0.443559929918451,0.3286701893745868
t+2,RUE Weighted,0.9487798906390271,0.26558724832547814,0.05413691572529226,0.0002634214368186638,0.5831456008694342,0.3249762259536204
t+2,RUE KNN,0.9557496123398351,0.2723434980093167,0.056599552778401674,0.0002280908559984438,0.5570339067861623,0.31864899081772335
t+2,RUE CP,0.9512609156941156,0.27001652248467584,0.051925466297336874,4.354971770296596e-05,0.36549170648497864,0.3110522559557105
t+2,IN CP,0.9625397861748144,0.26977358362930876,0.05795373156396381,0.00015024184910230354,0.477969164295576,0.41170747971509486
t+2,MCD CP,0.9600097935199543,0.29371428197709026,0.05527336673030246,0.00013399515374756072,0.4829828024549535,0.4705751160783184
t+2,GPR CP,0.9552925814086345,0.24705653737528302,0.05796452556425265,8.742609115845153e-05,0.3924471540979872,0.3595251003667063
t+2,BNN CP,0.9557496123398351,0.38385235895303227,0.05816966673710563,0.00011493745520436811,0.5569594808945059,0.5804376397186344
t+2,DER CP,0.9561413531380071,0.2932467472145321,0.05884041511761569,6.853027516536781e-05,0.42061743749751557,0.47035878806841075
t+3,RUE Gauss Copula,0.9511629804945727,0.2576837996396632,0.0555208946829324,8.45754998655918e-05,0.3977801941881874,0.3306635537708221
t+3,RUE Cond Gauss,0.9435566799967354,0.23682605617669178,0.05628359827098063,0.00021731913234086195,0.5104287867885343,0.32855305870264273
t+3,RUE Weighted,0.9462172529176527,0.27200585906842745,0.05490697378787135,0.0003085756169860624,0.6354884498423612,0.3359160164240983
t+3,RUE KNN,0.954427487146005,0.28117267224333264,0.05626825489924767,0.00018007397551775918,0.5175149026603394,0.3366149636602286
t+3,RUE CP,0.9481433118419978,0.28340500240261657,0.05155227150533903,0.00014799813953360108,0.4829554134415567,0.36137339544566854
t+3,IN CP,0.9613155961805273,0.28292884036325294,0.05805704277422021,0.00016650103979385793,0.507486922931331,0.4434441895009851
t+3,MCD CP,0.9548681955439484,0.29374265719751447,0.05607911382909858,0.00011138217753610372,0.4612039485627168,0.35983233784233315
t+3,GPR CP,0.954019423814576,0.26075434807400755,0.057842682738164966,8.15435157131428e-05,0.40014054652531533,0.3280662395898714
t+3,BNN CP,0.9564678038031502,0.3863705236922278,0.05838300558805802,0.00013174213262189563,0.5764956619021815,0.5794752132330255
t+3,DER CP,0.954721292744634,0.3196557422290228,0.05934438241380298,9.89825592673113e-05,0.47798268391013715,0.4454019713697237
