x,y,ood_label,split,y_pred,x_reconstruction,rue
15.332962251439476,0.366273474955687,False,train,0.3632829,15.318905,0.014057159
12.295219991551548,-0.26784019665158654,False,train,-0.2667738,12.26934,0.025880814
17.03767079849179,-0.9710785894249104,False,train,-0.96976656,16.98953,0.048139572
8.241460293929471,0.9258647032235104,False,train,0.9330956,8.237833,0.0036268234
16.348054994198336,-0.5972690120854816,False,train,-0.5949378,16.370138,0.022083282
7.009983333229965,0.6644801914733598,False,train,0.6688464,7.0050087,0.004974842
16.80686068317398,-0.8907066902679898,False,train,-0.8906965,16.803926,0.0029335022
5.056875467582142,-0.9412489968437959,False,train,-0.9395771,5.055199,0.0016765594
18.54311061246486,-0.3016714647410498,False,train,-0.3039089,18.54169,0.0014190674
9.228396151338284,0.19512197046453644,False,train,0.19937001,9.236746,0.008349419
18.381302760955307,-0.4513281685634848,False,train,-0.4511901,18.395216,0.013914108
5.63004770377724,-0.6076812179796235,False,train,-0.6034508,5.6288943,0.0011534691
4.536263529320511,-0.984529965110569,False,train,-0.979864,4.559118,0.022854328
6.221893788036471,-0.06125315121641297,False,train,-0.052923422,6.216613,0.0052809715
18.704236162331114,-0.1448088259426742,False,train,-0.15136766,18.6934,0.010837555
16.910784025907915,-0.9330575001678988,False,train,-0.9381319,16.892057,0.018726349
16.107264188274,-0.388774352184006,False,train,-0.4008817,16.143795,0.03653145
9.708166652842436,-0.2796107765499742,False,train,-0.27628994,9.704811,0.00335598
9.84106033262669,-0.40436311796120095,False,train,-0.40063986,9.843042,0.0019817352
4.580413535207612,-0.9913038740126917,False,train,-0.988617,4.600531,0.02011776
17.774252740268345,-0.8797343431119908,False,train,-0.8905461,17.827805,0.053552628
15.014330266960126,0.6393349128676228,False,train,0.6453048,14.99499,0.019339561
8.729063245174785,0.6409342158822491,False,train,0.6455815,8.744397,0.015334129
11.300487879812419,-0.9538728966650092,False,train,-0.9532144,11.262324,0.038163185
14.021663112570323,0.9933368455718852,False,train,0.9954225,14.034029,0.012366295
2.9699155994469137,0.17083498939519162,False,train,0.1708725,2.9708695,0.00095391273
5.20329154452012,-0.8819077292360618,False,train,-0.87494963,5.2055016,0.0022101402
1.1270591963223673,0.9031535576320782,False,train,0.9080339,1.1221154,0.0049438477
13.60101129252083,0.8596788578509837,False,train,0.85878605,13.608304,0.0072927475
