Time Horizon,Model,Corr,Pval,AURC,Sigma=0.1,Sigma=0.2,Sigma=0.3,Sigma=0.4
t+1,RUE,0.41391963788424524,0.0,0.10001360803215073,0.07455777958953166,0.08249444871841785,0.09517048401170741,0.09936375716477316
t+1,MC Dropout,0.2175709466203138,6.966782943070794e-129,0.12655227914686118,0.09986234663686658,0.12470348534174203,0.12840707881450877,0.12620399707925994
t+1,GPR,0.2071720996057843,8.862857716291392e-117,0.08326791154305721,0.06804003095847931,0.07660234480261545,0.08694666759852121,0.09345965467404993
t+1,Infer-Noise,0.10920520396106839,3.019089032017021e-33,0.1290423614840263,0.1324689979318546,0.1242473793060598,0.12729473955565684,0.12870399848670067
t+1,BNN,0.30641328107748944,6.622092174312442e-260,0.11513887715772718,0.0769140097672081,0.0990795145717935,0.11105013245136257,0.1180907190829357
t+1,DER,0.18619040168031037,2.656314022590352e-94,0.07295526259125323,0.05521067208106008,0.06154405437352609,0.07043049571441187,0.07923812507376878
t+2,RUE,0.3996244347719655,0.0,0.10652069112541554,0.08774146315562736,0.09033208702335614,0.09983470151377312,0.10993925609598958
t+2,MC Dropout,0.12889858711082067,9.597981555919964e-46,0.15007727413542657,0.10397702271753377,0.13693266875004195,0.1538383710904035,0.15182214556363322
t+2,GPR,0.16881035870862032,1.2879068725181679e-77,0.11192336045464082,0.10296844204379572,0.10200523804549302,0.11225479505132617,0.118473951171151
t+2,Infer-Noise,-0.009785315746378526,0.28314994843718655,0.15616819785534333,0.11151796697198073,0.1524533387660332,0.15604870411734828,0.15546672926078295
t+2,BNN,0.20860243805019124,2.093657536629381e-118,0.14815195232313522,0.10319371559422827,0.13929660238695096,0.14716158746419708,0.15146702965516323
t+2,DER,0.1981204750932068,9.13735813600574e-107,0.1154619456271626,0.09523123441833763,0.10600007624589139,0.1151497686829001,0.1207937211700569
t+3,RUE,0.37994106454070903,0.0,0.1385396069179884,0.12003633019905859,0.13255531627553735,0.12816657889070132,0.13230928373604947
t+3,MC Dropout,0.1215079205895506,8.300270772433815e-41,0.17262698195502052,0.12050201646840254,0.1636145157007293,0.1767576891794061,0.1758907637264267
t+3,GPR,0.15239937182477012,1.9494898699332186e-63,0.13176120175730022,0.12329865940352513,0.12075686645766716,0.13239492386842866,0.14034518802220514
t+3,Infer-Noise,0.00011885737706015018,0.9895989378167046,0.17746566616947726,0.16900026068278085,0.1703795618921995,0.17205331451493253,0.1707974559433384
t+3,BNN,0.15575070202582136,3.2900001212484165e-66,0.16429465777246224,0.1189652855265117,0.1544169735592651,0.16257034594367328,0.16435220077188936
t+3,DER,0.13428049419695137,1.582362356209307e-49,0.1385298330380912,0.1219850368213636,0.12706885070165158,0.13810802095923042,0.14636637519547835
