,Time Horizon,Method,PICP,PINAW,PINAFD,CP,CWFDC
0,t+1,RUE Gaussian Copula,0.9114139693356048,0.02540625074623904,0.007169930525107234,0.0015670538237624327,1.599630005033779
1,t+1,RUE Conditional Gaussian,0.8592844974446338,0.02127987352732443,0.006770401076847468,0.008411733408983385,8.439783683587557
2,t+1,RUE Weighted,0.848381601362862,0.02274623682269396,0.0068570495708419514,0.010530535738850556,10.560139025244093
3,t+1,RUE KNN,0.9873935264054514,0.06768502271177643,0.012370948218748084,0.0013244887642242925,1.404544735154817
4,t+1,RUE Conformal,0.9250425894378195,0.02644753792312057,0.006435951389428618,0.0006737871630935989,0.706670652406148
5,t+1,Infer-Noise Conformal,0.8664395229982964,0.025181522888529203,0.008031552685250675,0.0071504742707556345,7.183687346329415
6,t+1,MC Dropout Conformal,0.9696763202725724,0.05370141521393159,0.0078788859041365,0.0003488049389237021,0.41038524004177024
7,t+1,GPR Conformal,0.8640545144804088,0.02169405750851485,0.0037267510947067185,0.007559517452237432,7.584938260840653
8,t+1,BNN Conformal,0.9478705281090289,0.04840887114657204,0.003576622534689153,9.793594316377694e-06,0.061779087997638885
9,t+1,DER Conformal,0.4347529812606474,0.007005235717617821,0.00717843263431353,0.2665109843572695,266.5251680256214
10,t+2,RUE Gaussian Copula,0.9363079019073569,0.03531537461458315,0.009553703057454942,0.00021585774636384545,0.26072682403588354
11,t+2,RUE Conditional Gaussian,0.8685286103542235,0.026923301833709244,0.008076524283477785,0.00680153011010549,6.836529936222677
12,t+2,RUE Weighted,0.8399182561307902,0.026652178700712875,0.008379218279833702,0.012339153821024722,12.374185218005268
13,t+2,RUE KNN,0.978542234332425,0.07241139804227055,0.011733356571348018,0.0007585746720222151,0.8427194266358338
14,t+2,RUE Conformal,0.9076975476839237,0.030350030585164903,0.00762910603377494,0.001875102376586054,1.9130815132049939
15,t+2,Infer-Noise Conformal,0.8634196185286104,0.030121368360933147,0.01025252019394636,0.007670323218674119,7.710697107228999
16,t+2,MC Dropout Conformal,0.976158038147139,0.07245450635492684,0.009187902060810837,0.000632926883412902,0.7145692918286396
17,t+2,GPR Conformal,0.8388964577656676,0.02945997964910548,0.005770779150983597,0.012567204181484746,12.602434940284835
18,t+2,BNN Conformal,0.9284741144414169,0.05433906561010417,0.0055635122632093515,0.0005074155201983798,0.5673180980716933
19,t+2,DER Conformal,0.5616485013623979,0.012610518787185252,0.009599082407014823,0.15159458949134666,151.61679909254084
20,t+3,RUE Gaussian Copula,0.923391215526047,0.036923398301941024,0.01275059597158098,0.0007622449801291874,0.8119189744027094
21,t+3,RUE Conditional Gaussian,0.8600612870275791,0.028394497081922928,0.010511392934786057,0.008269849517080343,8.308755407097053
22,t+3,RUE Weighted,0.8634661218930881,0.030161697175868182,0.011653723707172447,0.007662179816435697,7.703995237318738
23,t+3,RUE KNN,0.9850187265917603,0.09268581418182563,0.016929704484605384,0.0011572737589249397,1.2668892775913707
24,t+3,RUE Conformal,0.9186244467143344,0.035844082738932255,0.010549402050748797,0.0010481764505529693,1.0945699353426503
25,t+3,Infer-Noise Conformal,0.8723186925434117,0.03371285888757571,0.012849908709839927,0.006190748143078178,6.2373109106755935
26,t+3,MC Dropout Conformal,0.9741232550221314,0.07310579947221169,0.013492378823688395,0.0005346849228185258,0.621283101114426
27,t+3,GPR Conformal,0.7582567245488594,0.032595273006671144,0.007437151785346103,0.037149970231634244,37.19000265642626
28,t+3,BNN Conformal,0.9400749063670412,0.06361143614758646,0.005196614251689515,0.00011935767088891677,0.18816572128819276
29,t+3,DER Conformal,0.32107592781750083,0.012643181747097883,0.017669351540882176,0.3968043367149824,396.8346492482704
